time,ax,ay,az,gx,gy,gz,mx,my,mz,
71633.6,-0.42,-0.60,0.65,0.00,-0.02,-0.00,36.33,17.10,-13.61,
71633.7,-0.42,-0.60,0.65,-0.01,0.07,0.01,36.23,17.33,-14.02,
71633.8,-0.41,-0.60,0.65,-0.01,-0.02,0.01,35.82,18.28,-15.73,
71633.9,-0.41,-0.61,0.65,-0.00,-0.01,0.01,34.95,17.71,-12.63,
71634.1,-0.42,-0.60,0.65,-0.00,0.01,-0.00,34.59,17.87,-14.08,
71634.2,-0.42,-0.60,0.66,-0.00,0.00,0.00,35.65,16.88,-12.73,
71634.3,-0.42,-0.60,0.65,-0.00,0.00,0.00,35.38,18.10,-13.04,
71634.4,-0.41,-0.60,0.64,-0.00,0.01,0.00,34.39,17.70,-14.30,
71634.5,-0.42,-0.60,0.65,-0.00,0.01,0.00,34.32,18.11,-12.95,
71634.6,-0.42,-0.60,0.65,-0.00,0.02,-0.00,34.75,17.56,-14.27,
71634.7,-0.42,-0.60,0.64,-0.00,0.02,0.00,35.03,17.32,-14.46,
71634.8,-0.42,-0.60,0.65,-0.01,-0.00,0.00,34.66,18.45,-13.61,
71634.9,-0.42,-0.60,0.65,-0.00,0.02,0.00,34.59,18.23,-13.64,
71635.1,-0.42,-0.60,0.64,-0.01,-0.01,-0.01,34.82,17.94,-14.10,
71635.2,-0.42,-0.60,0.65,-0.01,-0.00,-0.00,35.32,16.77,-11.97,
71635.3,-0.42,-0.60,0.66,-0.01,-0.01,-0.00,35.09,17.92,-13.10,
71635.4,-0.42,-0.60,0.65,-0.01,-0.01,-0.00,35.53,17.54,-12.45,
71635.5,-0.42,-0.61,0.65,-0.01,-0.02,-0.00,34.99,18.77,-13.14,
71635.6,-0.42,-0.60,0.65,0.38,-0.75,0.21,32.82,18.95,-15.41,
71635.7,-0.41,-0.61,0.66,-0.02,-0.03,0.00,34.99,19.12,-12.63,
71635.8,-0.33,-0.48,0.95,1.14,-0.78,0.35,33.27,12.96,-20.81,
71635.9,-0.41,-0.60,0.66,-0.02,-0.03,0.00,34.92,18.60,-13.28,
71636.1,-0.20,-0.24,1.05,1.38,-0.80,-0.06,30.27,5.81,-26.72,
71636.2,-0.18,-0.23,1.06,1.19,-1.21,-0.31,29.81,3.82,-30.45,
71636.3,-0.21,-0.26,1.05,0.98,-0.69,-0.31,20.39,-7.46,-37.56,
71636.4,-0.14,-0.20,1.06,0.77,-0.33,-0.35,30.31,6.00,-26.36,
71636.5,-0.20,-0.25,1.05,1.33,-1.03,0.11,28.98,3.31,-30.28,
