time,ax,ay,az,gx,gy,gz,mx,my,mz,
56450.4,0.01,0.00,0.93,0.02,-0.01,-0.23,-34.41,-9.08,-23.11,
56450.5,0.11,-0.02,0.96,-0.34,-0.15,0.23,-35.24,-8.44,-24.48,
56450.6,-0.04,-0.02,0.97,-0.08,-0.05,-0.10,-33.35,-9.04,-22.28,
56450.7,-0.04,-0.05,1.00,0.08,-0.18,-0.05,-33.94,-8.76,-23.22,
56450.8,-0.06,-0.05,0.96,0.24,-0.18,0.03,-34.78,-8.26,-22.87,
56450.9,-0.07,-0.06,0.91,0.32,-0.23,0.12,-35.48,-8.93,-21.38,
56451.0,-0.10,0.02,0.97,0.26,-0.21,0.32,-35.65,-8.08,-21.21,
56451.1,0.02,0.04,0.88,0.28,-0.02,0.53,-36.11,-6.69,-20.23,
56451.2,-0.06,0.14,0.85,0.20,0.09,0.37,-38.04,-4.66,-21.21,
56451.3,0.08,0.12,0.90,0.16,0.12,0.16,-36.63,-4.26,-20.70,
56451.4,0.02,0.14,0.88,0.06,0.14,-0.02,-39.41,-4.31,-21.88,
56451.5,0.06,0.15,0.85,0.09,-0.18,-0.20,-36.85,-3.80,-22.38,
56451.6,0.10,0.15,0.90,0.01,-0.29,-0.42,-38.10,-5.07,-22.76,
56451.7,0.07,0.13,0.96,0.11,-0.08,-0.50,-37.53,-6.20,-21.38,
56451.8,-0.04,0.20,0.87,0.17,0.16,-0.40,-38.71,-8.93,-21.00,
56451.9,0.03,0.18,0.90,0.03,-0.21,-0.39,-38.75,-10.64,-21.38,
56452.0,0.12,0.20,0.91,-0.06,-0.20,0.25,-38.38,-13.52,-20.27,
56452.1,0.14,0.19,0.89,0.07,-0.17,0.29,-39.43,-10.45,-21.06,
56452.2,0.12,0.21,0.84,0.16,-0.04,0.18,-38.90,-10.30,-20.37,
56452.3,0.15,0.22,0.89,0.06,0.12,0.27,-40.28,-10.65,-19.88,
56452.4,0.12,0.21,0.90,-0.00,0.22,0.27,-38.90,-8.04,-19.83,
56452.5,0.13,0.15,0.92,-0.04,0.22,0.30,-39.92,-6.54,-20.71,
56452.6,0.10,0.15,0.88,0.00,0.07,0.25,-37.94,-6.55,-21.06,
56452.7,0.08,0.16,0.87,0.04,0.23,0.08,-39.40,-5.73,-21.93,
56452.8,0.06,0.13,0.92,-0.01,-0.11,-0.03,-39.92,-6.88,-23.05,
56452.9,0.07,0.14,0.89,0.08,0.05,-0.03,-38.78,-5.26,-22.69,
56453.0,0.01,0.17,0.91,-0.03,0.14,-0.18,-37.53,-6.20,-22.72,
56453.1,0.07,0.15,0.95,-0.11,-0.18,0.05,-38.39,-7.05,-23.22,
56453.2,0.06,0.13,0.88,-0.05,-0.16,0.10,-38.21,-5.07,-22.39,
56453.3,0.11,0.16,0.90,0.03,-0.14,-0.06,-39.24,-4.48,-21.04,
56453.4,0.04,0.16,0.89,0.03,0.12,0.03,-40.08,-5.78,-22.08,
56453.5,0.09,0.15,0.89,-0.00,0.12,0.16,-38.56,-5.51,-21.04,
56453.6,0.11,0.13,0.91,-0.11,0.06,0.13,-39.75,-3.63,-20.54,
56453.7,0.11,0.12,0.90,-0.16,0.20,0.07,-38.86,-3.01,-22.62,
56453.8,-0.07,0.08,0.85,-0.26,0.88,0.06,-37.70,-3.97,-24.23,
56453.9,-0.07,0.08,0.93,-0.34,0.33,0.15,-36.98,-2.60,-26.49,
56454.0,-0.02,0.05,1.00,-0.29,0.08,0.20,-35.65,-1.23,-27.24,
56454.1,0.07,0.06,0.99,-0.04,-0.26,0.01,-36.69,1.05,-28.50,
56454.2,-0.11,0.02,0.91,-0.04,-0.03,0.00,-36.39,0.53,-28.38,
56454.3,-0.08,0.01,0.92,-0.02,0.05,0.08,-36.85,0.31,-29.09,
56454.4,-0.05,0.01,0.93,-0.01,0.04,0.02,-36.60,0.88,-28.83,
56454.5,-0.08,0.01,0.93,-0.01,0.03,-0.02,-35.38,1.91,-28.98,
56454.6,-0.07,0.01,0.92,0.00,-0.03,0.02,-36.33,1.85,-28.92,
56454.7,-0.07,0.01,0.94,-0.00,0.01,-0.00,-36.00,0.84,-27.28,
56454.8,-0.07,0.00,0.91,-0.01,0.00,0.02,-36.16,0.31,-28.42,
56454.9,-0.07,0.00,0.92,-0.01,0.02,0.01,-36.16,0.65,-26.74,
56455.0,-0.06,0.00,0.93,-0.01,0.01,-0.01,-36.53,1.35,-27.87,
56455.1,-0.08,-0.00,0.93,-0.01,0.03,-0.02,-35.82,1.33,-28.75,
56455.2,-0.07,-0.00,0.93,-0.01,0.03,-0.02,-35.48,0.99,-26.74,
56455.3,-0.07,-0.01,0.92,0.01,0.00,-0.04,-35.50,0.84,-28.09,
56455.4,-0.07,-0.01,0.93,0.01,0.04,-0.04,-36.67,2.53,-29.25,
56455.5,-0.07,-0.01,0.93,0.02,0.09,-0.04,-35.97,0.41,-28.40,
56455.6,-0.06,-0.00,0.92,0.05,0.14,-0.12,-36.33,0.13,-28.58,
56455.7,-0.08,-0.01,0.94,0.02,0.09,-0.15,-36.51,-0.03,-28.42,
56455.8,-0.08,0.00,0.94,0.01,-0.06,-0.07,-34.95,-1.19,-29.67,
56455.9,-0.12,0.00,0.91,0.01,-0.08,0.02,-37.36,-1.23,-27.58,
56456.0,-0.09,0.00,0.91,-0.00,-0.06,0.02,-35.32,-1.22,-29.27,
56456.1,-0.07,0.00,0.93,0.03,-0.06,-0.01,-35.13,0.65,-28.08,
56456.2,-0.07,-0.01,0.93,0.02,-0.09,-0.02,-34.90,-1.23,-27.70,
56456.3,-0.06,0.00,0.92,0.02,0.01,-0.02,-36.54,-0.86,-28.31,
56456.4,-0.06,0.01,0.92,0.01,-0.02,-0.02,-36.67,-0.21,-27.58,
56456.5,-0.07,-0.00,0.93,0.02,-0.02,-0.00,-35.99,-0.89,-27.24,
56456.6,-0.07,-0.00,0.93,0.01,-0.01,-0.02,-35.99,-1.58,-28.25,
56456.7,-0.06,0.00,0.94,0.03,-0.00,-0.03,-36.33,-1.23,-26.24,
56456.8,-0.06,0.01,0.92,0.02,-0.05,0.00,-36.16,-2.77,-28.08,
56456.9,-0.06,0.01,0.91,0.01,-0.09,0.03,-36.86,-1.77,-27.69,
56457.0,-0.07,0.00,0.92,0.03,0.04,0.00,-36.40,-2.04,-28.03,
56457.1,-0.05,0.01,0.93,0.02,0.01,0.01,-36.61,-1.54,-26.91,
56457.2,-0.07,0.00,0.92,0.01,-0.01,0.00,-36.87,-2.54,-27.10,
56457.3,-0.06,0.01,0.92,0.01,0.02,-0.00,-35.65,-1.23,-26.91,
56457.4,-0.07,0.01,0.93,0.03,-0.02,-0.03,-36.50,-1.75,-27.41,
56457.5,-0.06,0.01,0.92,0.03,0.03,-0.01,-36.08,-2.62,-27.30,
56457.6,-0.07,0.02,0.91,0.03,0.04,-0.01,-36.13,-3.90,-27.81,
56457.7,-0.05,0.02,0.92,0.02,0.04,0.00,-35.66,-1.92,-28.52,
56457.8,-0.05,0.02,0.93,-0.00,-0.01,-0.01,-36.85,-1.41,-27.51,
56457.9,-0.04,0.02,0.93,0.04,-0.07,-0.04,-37.19,-1.41,-26.74,
56458.0,-0.05,0.02,0.92,0.04,0.01,-0.02,-37.03,-2.14,-26.89,
56458.1,-0.04,0.01,0.92,0.00,-0.00,0.01,-37.19,-3.46,-27.08,
56458.2,-0.05,0.01,0.92,-0.01,-0.03,0.03,-37.02,-2.94,-26.91,
56458.3,-0.06,0.01,0.92,0.00,-0.01,0.03,-36.25,-2.50,-26.99,
56458.4,-0.05,0.01,0.92,0.01,0.01,0.01,-35.13,-2.09,-27.08,
56458.5,-0.05,0.01,0.93,0.01,0.01,-0.02,-36.51,-2.06,-27.51,
56458.6,-0.06,0.01,0.92,0.02,0.03,-0.02,-38.17,-2.42,-26.78,
56458.7,-0.05,0.02,0.92,0.02,-0.01,-0.02,-35.70,-3.63,-26.60,
