time,ax,ay,az,gx,gy,gz,mx,my,mz,
40425.9,-0.01,0.06,0.90,0.04,0.05,0.16,28.48,8.89,-38.82,
40426.0,-0.08,0.03,0.94,0.02,0.04,-0.10,27.35,9.75,-39.05,
40426.1,-0.06,0.01,0.92,0.03,0.03,0.02,28.22,9.34,-39.07,
40426.2,-0.06,0.01,0.90,-0.03,0.00,0.01,28.68,8.04,-38.06,
40426.3,-0.09,-0.01,0.95,-0.06,-0.04,-0.06,28.34,9.75,-38.06,
40426.4,-0.06,0.03,0.91,-0.01,0.06,0.00,27.89,9.75,-38.51,
40426.5,-0.05,0.00,0.92,-0.02,-0.02,-0.04,28.39,11.40,-39.00,
40426.6,-0.06,0.03,0.92,0.00,-0.02,-0.05,28.01,8.78,-37.06,
40426.7,-0.07,0.01,0.92,0.03,0.02,-0.01,28.00,10.44,-40.07,
40426.8,-0.04,0.01,0.91,0.03,-0.03,-0.02,27.14,10.61,-38.56,
40426.9,-0.01,0.01,0.89,0.00,-0.11,-0.01,26.59,9.88,-38.44,
40427.0,0.06,-0.06,0.89,0.11,-0.39,0.08,28.51,9.93,-40.57,
40427.1,0.07,0.03,0.89,0.10,-0.26,-0.29,26.46,9.24,-40.57,
40427.2,0.07,0.02,0.87,-0.03,-0.11,-0.62,23.53,8.80,-40.85,
40427.3,0.01,0.19,0.87,-0.31,0.36,-0.87,22.52,10.78,-41.07,
40427.4,-0.09,-0.28,0.95,-0.50,0.13,-1.22,22.52,10.44,-40.74,
40427.5,-0.10,-0.09,0.92,-0.51,0.31,-1.20,21.67,13.01,-40.91,
40427.6,-0.14,-0.11,0.93,-0.44,0.49,-1.05,23.55,13.86,-41.74,
40427.7,-0.17,-0.15,0.94,-0.41,0.50,-0.73,23.96,16.81,-41.41,
40427.8,-0.10,-0.21,0.88,-0.56,0.05,-0.39,24.40,18.14,-39.90,
40427.9,0.07,-0.17,0.61,-0.43,0.95,-0.51,25.94,21.39,-37.05,
40428.0,-0.38,-0.46,0.79,-0.13,0.90,-0.49,28.68,25.80,-34.40,
40428.1,-0.22,-0.35,0.77,-0.03,-0.10,-0.08,30.00,27.68,-33.49,
40428.2,-0.28,-0.31,0.86,0.00,0.20,-0.19,29.60,26.18,-31.92,
40428.3,-0.27,-0.33,0.84,-0.05,-0.20,-0.13,29.37,28.58,-32.69,
40428.4,-0.18,-0.38,0.92,-0.06,-0.09,0.04,29.40,29.41,-32.09,
40428.5,-0.31,-0.41,0.98,-0.01,0.09,0.24,28.83,29.56,-32.40,
40428.6,-0.17,-0.31,1.18,0.54,-0.43,0.71,29.19,28.40,-35.21,
40428.7,-0.32,-0.27,1.14,1.02,0.46,0.81,28.34,28.23,-34.03,
40428.8,-0.39,-0.11,0.87,1.04,-0.81,0.98,30.56,25.32,-34.20,
40428.9,-0.07,-0.02,0.84,0.63,-2.15,0.60,27.66,22.07,-36.38,
40429.0,0.03,0.08,0.66,0.71,-1.29,0.18,20.78,20.53,-38.77,
40429.1,0.11,0.23,0.57,0.24,-1.14,-0.13,16.02,19.68,-40.40,
40429.2,0.34,0.14,0.68,-0.32,-0.92,-0.16,10.03,20.19,-41.58,
40429.3,0.29,0.03,0.84,-0.42,0.46,0.05,9.52,21.73,-38.39,
40429.4,0.23,-0.01,0.84,-0.17,-0.28,-0.09,9.35,22.59,-38.56,
40429.5,0.32,-0.03,0.82,-0.23,-0.14,-0.05,8.91,23.82,-38.32,
40429.6,0.36,-0.05,0.88,-0.32,-0.07,-0.09,9.18,23.44,-37.39,
40429.7,0.27,-0.03,0.89,-0.10,0.71,-0.15,8.97,24.61,-35.57,
40429.8,0.31,0.00,0.86,0.06,0.01,-0.07,10.48,24.97,-33.76,
40429.9,0.21,0.01,0.81,-0.02,-0.46,-0.24,11.57,23.78,-34.70,
40430.0,0.22,-0.10,0.89,0.42,-1.02,-0.06,8.71,24.88,-34.28,
40430.1,0.37,0.03,0.87,0.26,0.60,0.03,5.07,22.42,-35.38,
40430.2,0.28,0.08,0.83,0.48,0.17,-0.26,7.11,21.91,-33.93,
40430.3,0.24,0.11,0.85,0.61,1.25,-0.20,9.66,19.53,-36.51,
40430.4,0.33,0.30,0.74,0.22,0.93,-0.65,12.94,16.94,-35.71,
40430.5,-0.09,0.39,0.83,0.50,0.99,-0.22,18.63,14.28,-34.91,
40430.6,-0.13,0.36,0.60,0.08,2.81,-0.35,22.69,11.64,-34.20,
40430.7,-0.09,0.38,0.96,0.91,-1.26,-0.31,30.39,9.41,-29.68,
40430.8,-0.30,0.46,0.77,0.37,-0.00,-0.05,27.14,7.53,-31.86,
40430.9,-0.28,0.45,0.78,-0.09,-0.03,0.02,26.80,5.48,-30.85,
40431.0,-0.32,0.44,0.75,-0.17,0.00,0.06,28.41,6.02,-32.67,
40431.1,-0.29,0.44,0.79,-0.24,0.00,0.08,28.00,5.99,-31.02,
40431.2,-0.29,0.40,0.80,-0.55,-0.13,0.10,27.31,6.33,-32.36,
40431.3,-0.28,0.35,0.82,-0.69,-0.47,0.06,27.33,9.09,-31.40,
40431.4,-0.20,0.28,0.90,-0.64,-0.62,0.04,27.03,10.24,-31.49,
40431.5,-0.18,0.20,0.95,-0.42,-1.17,0.19,23.52,13.51,-33.00,
40431.6,-0.04,0.22,0.93,-0.29,-2.14,0.32,19.27,14.54,-35.21,
40431.7,0.24,0.17,0.67,-0.17,-2.85,0.56,13.80,15.74,-37.22,
40431.8,0.60,-0.04,0.67,-0.40,-0.22,0.37,5.09,19.53,-36.00,
40431.9,0.41,0.03,0.77,-0.18,0.85,0.20,1.53,21.27,-33.67,
40432.0,0.32,-0.07,0.80,0.25,0.54,-0.10,5.58,22.59,-32.86,
40432.1,0.41,0.01,0.84,0.27,-0.76,0.26,6.47,21.15,-35.00,
40432.2,0.52,-0.06,0.72,0.69,0.28,0.35,3.02,20.36,-35.38,
40432.3,0.35,0.16,0.65,0.55,0.48,-0.08,4.14,18.75,-38.06,
40432.4,0.26,0.17,0.74,0.06,0.55,0.11,6.44,14.89,-40.07,
40432.5,0.40,0.20,0.73,-0.28,0.05,0.16,6.95,13.35,-41.58,
40432.6,0.35,0.16,0.69,-0.47,1.09,0.10,5.60,14.76,-42.62,
40432.7,0.19,0.07,0.72,-0.78,0.53,-0.13,9.69,15.40,-40.23,
40432.8,0.40,-0.01,1.06,-1.13,0.59,-0.10,8.66,16.31,-43.25,
40432.9,0.25,-0.12,0.98,-1.03,2.18,-0.12,9.52,20.00,-44.40,
40433.0,0.09,-0.25,0.94,-1.01,0.63,-0.28,18.59,21.90,-40.91,
40433.1,-0.04,-0.32,0.95,-0.71,1.05,-0.24,21.31,23.61,-38.38,
40433.2,-0.06,-0.34,1.05,0.09,1.82,-0.54,28.17,24.64,-37.55,
40433.3,-0.30,-0.30,0.82,-0.03,0.46,-0.23,28.85,23.61,-35.21,
40433.4,-0.10,-0.32,0.87,-0.04,-0.57,0.11,30.22,24.03,-35.95,
40433.5,-0.13,-0.33,0.89,-0.07,0.07,0.11,28.73,23.19,-37.94,
40433.6,-0.16,-0.33,0.86,-0.08,-0.32,0.03,28.86,23.88,-37.25,
40433.7,-0.18,-0.38,0.96,0.08,-0.22,0.31,29.54,24.98,-36.55,
40433.8,-0.09,-0.34,1.12,0.31,-0.20,0.23,30.22,24.98,-35.88,
40433.9,-0.05,-0.28,1.20,1.23,-0.58,0.21,23.80,25.84,-39.08,
40434.0,-0.08,-0.12,0.97,1.52,-0.76,0.44,21.67,23.95,-39.90,
40434.1,0.05,0.04,0.77,1.24,-1.34,0.48,18.44,19.35,-41.41,
40434.2,0.11,0.11,0.74,0.74,-1.21,0.14,15.73,17.91,-40.46,
40434.3,0.23,0.19,0.61,0.35,-0.28,-0.13,11.23,15.57,-41.41,
40434.4,0.24,0.17,0.58,-0.22,-0.64,-0.21,9.42,16.91,-41.86,
40434.5,0.35,0.08,0.65,-0.71,-0.23,-0.05,6.10,20.02,-39.73,
40434.6,0.42,-0.04,0.77,-0.61,-0.16,0.19,6.44,21.05,-39.06,
40434.7,0.44,-0.04,0.85,-0.19,-0.11,-0.13,5.92,22.24,-39.23,
40434.8,0.42,0.04,0.82,-0.10,0.32,-0.08,6.10,21.73,-35.04,
40434.9,0.34,-0.04,0.83,0.28,0.08,0.04,6.50,22.27,-35.39,
40435.0,0.45,0.00,0.79,0.31,-0.08,-0.12,7.12,19.68,-35.71,
40435.1,0.34,0.13,0.78,0.42,0.84,-0.23,5.49,20.25,-37.29,
40435.2,0.29,0.17,1.01,0.38,1.20,-0.35,9.06,16.97,-36.95,
40435.3,0.21,0.19,0.68,0.45,1.80,-0.60,13.45,15.74,-37.22,
40435.4,-0.11,0.28,0.94,0.72,1.56,-0.36,18.03,12.89,-35.62,
40435.5,-0.15,0.31,1.97,1.27,2.68,-0.40,24.61,10.55,-34.81,
40435.6,-0.22,0.37,0.86,0.11,-0.30,-0.10,28.34,8.39,-31.69,
40435.7,-0.28,0.37,0.80,-0.16,-0.15,0.09,27.14,5.87,-32.15,
40435.8,-0.24,0.35,0.82,-0.10,-0.19,0.07,27.83,8.90,-31.19,
40435.9,-0.23,0.35,0.82,-0.24,-0.39,0.12,26.26,9.44,-31.97,
40436.0,-0.18,0.32,0.87,-0.53,-0.35,0.12,26.35,8.83,-32.62,
40436.1,-0.13,0.26,0.88,-0.56,-0.53,0.11,25.26,10.44,-34.37,
40436.2,-0.10,0.20,0.97,-0.26,-1.20,0.16,22.69,13.69,-33.53,
40436.3,0.11,0.22,0.86,-0.31,-2.25,0.33,16.88,14.37,-36.55,
40436.4,0.30,0.13,0.10,-1.02,-2.61,0.64,11.23,16.26,-38.06,
40436.5,0.43,-0.01,0.76,-0.28,0.37,0.20,4.35,19.10,-36.68,
40436.6,0.36,0.07,0.80,-0.08,0.19,0.11,4.90,20.53,-35.21,
40436.7,0.39,-0.00,0.85,-0.02,-0.01,0.01,5.78,20.39,-35.75,
40436.8,0.32,-0.04,0.82,0.12,0.53,0.14,8.15,22.35,-36.69,
40436.9,0.38,-0.00,0.84,0.45,0.17,-0.14,10.37,20.19,-35.88,
40437.0,0.25,0.02,0.79,0.66,0.37,0.05,10.38,19.50,-37.39,
40437.1,0.26,0.14,0.80,0.53,-0.37,0.03,10.37,16.43,-40.91,
40437.2,0.36,0.24,0.76,0.23,-0.30,0.07,8.13,14.27,-41.19,
40437.3,0.34,0.26,0.68,-0.19,0.73,-0.01,7.93,13.04,-42.24,
40437.4,0.19,0.26,0.74,-0.53,0.52,-0.13,12.08,14.03,-43.92,
40437.5,0.18,0.18,0.90,-0.87,0.19,0.09,11.85,14.54,-42.62,
40437.6,0.34,0.05,1.01,-0.88,0.00,-0.22,12.06,16.84,-44.85,
40437.7,0.19,-0.04,0.91,-0.87,1.20,-0.00,11.57,18.99,-43.42,
40437.8,0.03,-0.17,0.91,-0.87,0.95,-0.11,17.56,22.24,-41.91,
40437.9,-0.01,-0.29,0.96,-0.74,0.46,-0.21,21.15,21.73,-41.74,
40438.0,-0.03,-0.28,1.06,-0.68,0.73,-0.22,23.89,24.97,-39.51,
40438.1,-0.14,-0.37,0.84,-0.47,-0.09,-0.03,26.12,25.32,-36.21,
40438.2,0.01,-0.40,1.02,0.10,0.11,-0.11,26.80,26.01,-35.21,
40438.3,-0.11,-0.35,0.80,-0.05,0.37,0.05,27.67,25.80,-33.77,
40438.4,-0.19,-0.40,0.84,0.01,0.05,0.04,28.85,25.32,-35.54,
40438.5,-0.15,-0.38,0.85,-0.02,-0.12,-0.00,30.26,26.67,-34.39,
40438.6,-0.14,-0.39,0.87,-0.05,-0.02,-0.01,28.60,25.75,-33.79,
40438.7,-0.05,-0.42,1.09,0.04,-0.62,0.17,27.66,25.50,-34.03,
40438.8,0.07,-0.42,1.27,0.94,-0.53,0.18,26.31,28.26,-35.49,
40438.9,0.03,-0.27,1.12,1.52,-0.54,0.12,21.88,24.88,-39.32,
40439.0,-0.02,-0.21,1.03,1.91,-0.94,0.23,18.93,22.24,-39.56,
40439.1,0.09,0.12,0.72,1.48,-0.96,0.30,15.98,16.63,-41.24,
40439.2,0.19,0.24,0.61,0.53,-0.32,0.03,13.28,13.86,-43.42,
40439.3,0.19,0.20,0.60,-0.01,-0.55,0.03,10.74,12.78,-44.39,
40439.4,0.26,0.17,0.63,-0.51,-0.47,0.01,9.86,14.89,-42.08,
40439.5,0.33,0.10,0.73,-0.60,-0.39,0.07,7.64,16.77,-41.58,
40439.6,0.42,0.03,0.80,-0.45,-0.42,0.05,6.72,19.05,-40.05,
40439.7,0.43,0.04,0.82,-0.29,0.03,0.07,4.90,20.88,-37.89,
40439.8,0.41,-0.02,0.87,-0.25,0.16,-0.05,6.10,20.35,-36.94,
40439.9,0.42,-0.03,0.74,0.15,0.03,-0.07,7.77,21.05,-36.42,
40440.0,0.32,0.05,0.77,0.37,0.08,0.04,7.98,20.88,-36.21,
40440.1,0.38,0.14,0.88,0.69,0.17,-0.41,7.74,17.86,-36.82,
40440.2,0.39,0.11,0.85,0.82,1.26,-0.71,8.83,15.91,-37.05,
40440.3,-0.01,0.10,1.05,0.94,2.22,-0.71,16.19,12.32,-37.55,
40440.4,-0.22,0.25,0.65,0.40,1.94,-0.59,20.83,8.95,-35.35,
40440.5,-0.19,0.37,0.82,0.37,-0.72,-0.27,29.71,5.99,-31.69,
40440.6,-0.36,0.39,0.75,-0.00,0.61,0.12,28.13,5.07,-33.24,
40440.7,-0.25,0.41,0.81,-0.01,-0.04,0.02,28.51,5.48,-31.19,
40440.8,-0.26,0.42,0.80,-0.11,-0.06,0.02,28.00,4.62,-32.02,
40440.9,-0.22,0.39,0.83,-0.45,-0.20,0.10,28.04,4.92,-31.48,
40441.0,-0.21,0.34,0.84,-0.61,-0.45,0.08,27.31,7.02,-32.02,
40441.1,-0.15,0.27,0.93,-0.45,-0.72,0.17,25.43,9.24,-33.87,
40441.2,-0.08,0.26,0.93,-0.36,-1.62,0.23,22.79,12.27,-34.20,
40441.3,0.19,0.22,0.85,-0.51,-2.07,0.37,18.42,12.15,-37.39,
40441.4,0.53,0.21,0.91,-1.12,-1.70,0.66,10.44,15.18,-37.34,
40441.5,0.37,0.07,0.81,-0.41,0.35,0.09,6.78,18.65,-36.05,
40441.6,0.35,0.02,0.82,0.01,0.23,0.01,8.49,19.68,-35.37,
40441.7,0.34,-0.01,0.84,0.20,-0.05,-0.03,8.79,19.80,-36.03,
40441.8,0.36,0.01,0.83,0.41,-0.13,0.11,9.01,18.14,-36.21,
40441.9,0.34,0.07,0.78,0.54,0.15,-0.20,8.35,18.30,-38.00,
40442.0,0.32,0.11,0.72,0.45,0.12,-0.13,5.92,16.77,-38.89,
40442.1,0.33,0.24,0.71,0.20,0.16,-0.30,6.63,13.90,-41.67,
40442.2,0.21,0.32,0.69,-0.28,0.96,-0.02,8.82,13.31,-42.95,
40442.3,0.22,0.32,0.79,-0.54,0.11,-0.04,9.86,13.18,-43.75,
40442.4,0.24,0.19,0.86,-0.83,0.37,0.13,11.03,15.28,-42.70,
40442.5,0.14,0.08,0.89,-0.85,0.16,0.08,14.14,18.14,-43.25,
40442.6,0.12,-0.04,0.93,-0.77,0.21,-0.02,14.48,18.48,-43.25,
40442.7,0.18,-0.16,0.98,-0.93,0.92,0.27,16.19,21.56,-40.91,
40442.8,0.12,-0.21,1.03,-0.80,0.70,-0.05,18.93,23.95,-41.91,
40442.9,-0.01,-0.30,0.93,-0.61,0.44,-0.08,20.80,23.67,-41.52,
40443.0,-0.10,-0.36,0.95,-0.41,0.11,-0.01,25.55,23.33,-38.50,
40443.1,0.02,-0.37,1.06,-0.02,0.37,-0.14,26.44,23.89,-38.54,
40443.2,-0.13,-0.32,0.79,-0.04,0.18,0.06,27.31,23.12,-36.40,
40443.3,-0.08,-0.41,1.03,-0.09,-0.22,0.05,28.17,23.27,-36.88,
40443.4,-0.03,-0.42,1.21,0.66,-0.51,0.10,26.29,25.84,-37.39,
40443.5,0.01,-0.29,1.15,1.35,-0.74,0.06,23.33,25.24,-39.15,
40443.6,0.09,-0.11,0.97,1.42,-1.10,0.33,20.13,22.07,-40.74,
40443.7,0.15,0.05,0.84,1.31,-0.47,0.12,17.80,19.56,-41.44,
40443.8,0.10,0.17,0.73,0.94,-0.93,0.02,14.74,16.63,-41.09,
40443.9,0.30,0.26,0.64,0.37,-1.26,-0.00,13.45,14.72,-41.58,
40444.0,0.33,0.19,0.59,-0.33,-0.52,-0.02,8.41,14.01,-42.30,
40444.1,0.28,0.11,0.67,-0.41,0.46,0.09,8.15,14.89,-40.07,
40444.2,0.29,0.03,0.82,-0.50,-0.16,-0.12,8.76,17.97,-39.96,
40444.3,0.40,-0.02,0.89,-0.19,0.04,-0.25,8.83,19.68,-38.73,
40444.4,0.32,0.08,0.80,-0.16,0.45,-0.06,8.16,18.92,-38.04,
40444.5,0.32,0.05,0.83,-0.26,0.03,-0.07,10.20,20.60,-36.94,
40444.6,0.38,0.10,0.83,0.29,-0.33,-0.23,9.01,20.19,-36.88,
40444.7,0.41,0.08,0.80,0.37,0.46,-0.18,8.44,18.37,-36.33,
40444.8,0.21,0.13,0.78,0.52,1.62,-0.05,9.02,16.09,-37.54,
40444.9,0.18,0.12,0.89,0.32,2.22,-0.44,13.62,14.54,-37.05,
40445.0,-0.01,0.48,0.94,0.46,-0.10,-0.48,22.36,12.21,-34.63,
40445.1,-0.20,0.28,0.80,0.05,1.70,-0.11,25.60,10.10,-34.70,
40445.2,-0.26,0.35,0.85,0.33,-0.61,-0.11,30.22,9.93,-29.84,
40445.3,-0.28,0.34,0.82,-0.08,0.33,0.06,28.11,8.27,-29.98,
40445.4,-0.25,0.32,0.83,-0.15,-0.18,-0.02,27.46,8.29,-32.42,
40445.5,-0.24,0.33,0.84,-0.19,-0.05,0.02,27.59,8.32,-32.29,
40445.6,-0.21,0.27,0.88,-0.47,-0.35,0.03,26.29,11.12,-32.36,
40445.7,-0.20,0.23,0.91,-0.42,-0.72,0.11,26.46,11.64,-32.53,
40445.8,-0.06,0.20,0.96,-0.34,-1.53,0.14,23.56,13.99,-34.57,
40445.9,0.16,0.17,0.86,-0.39,-2.09,0.24,18.07,15.91,-36.38,
40446.0,0.47,0.20,0.99,-0.76,-1.64,0.47,11.23,18.65,-38.39,
40446.1,0.35,-0.03,0.90,-0.22,0.56,0.08,8.62,20.15,-36.12,
40446.2,0.22,-0.04,0.80,0.18,0.56,-0.12,10.20,21.39,-35.38,
