time,x,y,z,MF
11:08:31:9,24.75,14.03,-29.84,41.23
11:08:32:0,22.86,14.20,-30.35,40.56
11:08:32:0,22.86,14.26,-30.13,40.42
11:08:32:0,22.86,14.54,-29.01,39.70
11:08:32:0,23.44,14.98,-29.15,40.29
11:08:32:0,24.23,15.57,-29.34,41.12
11:08:32:0,22.94,15.22,-29.46,40.32
11:08:32:1,22.35,15.06,-29.51,39.97
11:08:32:1,23.98,14.40,-30.79,41.60
11:08:32:1,23.97,14.37,-30.82,41.61
11:08:32:1,23.03,14.37,-30.52,40.85
11:08:32:1,23.27,14.37,-30.16,40.72
11:08:32:1,23.72,14.37,-29.51,40.50
11:08:32:2,23.93,13.95,-29.72,40.62
11:08:32:2,24.06,13.69,-29.84,40.71
11:08:32:2,23.46,14.29,-30.14,40.78
11:08:32:2,23.37,14.38,-30.20,40.80
11:08:32:2,23.21,14.54,-31.35,41.63
11:08:32:2,23.21,14.45,-31.07,41.38
11:08:32:3,23.21,14.20,-30.35,40.76
11:08:32:3,23.21,13.83,-30.17,40.49
11:08:32:3,23.21,13.52,-30.01,40.27
11:08:32:3,24.04,14.35,-29.20,40.45
11:08:32:3,24.23,14.54,-29.01,40.50
11:08:32:3,23.03,14.37,-30.18,40.60
11:08:32:4,23.07,14.27,-30.28,40.66
11:08:32:4,23.21,13.86,-30.68,40.89
11:08:32:4,23.12,14.26,-30.92,41.16
11:08:32:4,23.03,14.72,-31.19,41.47
11:08:32:4,23.03,15.22,-31.43,41.84
11:08:32:4,23.03,15.40,-31.52,41.97
11:08:32:5,24.57,14.89,-29.68,41.31
11:08:32:5,24.46,14.82,-29.70,41.23
11:08:32:5,23.72,14.37,-29.84,40.74
11:08:32:5,23.86,13.69,-29.31,40.19
11:08:32:5,24.06,12.66,-28.50,39.39
11:08:32:5,24.29,13.57,-29.62,40.64
11:08:32:6,24.40,14.03,-30.18,41.27
11:08:32:6,23.77,14.99,-29.87,41.01
11:08:32:6,23.76,15.08,-29.76,40.96
11:08:32:6,24.40,15.40,-28.50,40.56
11:08:32:6,24.51,14.62,-28.72,40.49
11:08:32:6,24.75,13.01,-29.17,40.41
11:08:32:7,24.34,13.82,-29.97,41.00
11:08:32:7,24.06,14.37,-30.52,41.43
11:08:32:7,23.33,15.11,-30.08,40.96
11:08:32:7,23.21,15.23,-30.01,40.88
11:08:32:7,23.21,14.20,-30.01,40.51
11:08:32:8,23.29,14.46,-30.35,40.90
11:08:32:8,23.55,15.23,-31.35,42.07
11:08:32:8,24.52,15.14,-30.74,42.14
11:08:32:8,25.43,15.06,-30.18,42.24
11:08:32:8,24.36,14.79,-30.71,41.89
11:08:32:8,24.06,14.72,-30.85,41.80
11:08:32:9,25.26,14.54,-30.35,42.08
11:08:32:9,25.17,14.70,-30.38,42.10
11:08:32:9,24.75,15.40,-30.52,42.20
11:08:32:9,23.91,15.32,-29.70,41.09
11:08:32:9,22.86,15.23,-28.67,39.71
11:08:32:9,23.47,14.62,-30.22,40.96
11:08:32:9,23.72,14.37,-30.85,41.48
11:08:33:0,23.05,14.71,-32.16,42.21
11:08:33:0,23.13,14.58,-31.91,42.02
11:08:33:0,23.89,13.52,-29.68,40.43
11:08:33:0,24.21,13.97,-29.36,40.54
11:08:33:0,24.75,14.72,-28.84,40.75
11:08:33:0,24.20,15.05,-29.37,40.92
11:08:33:1,23.89,15.23,-29.68,41.03
11:08:33:1,24.20,15.23,-30.28,41.65
11:08:33:1,24.25,15.20,-30.33,41.70
11:08:33:1,24.75,14.37,-29.84,41.35
11:08:33:1,24.85,14.37,-29.44,41.12
11:08:33:1,25.09,14.37,-28.50,40.60
11:08:33:2,25.18,14.28,-29.17,41.10
11:08:33:2,25.26,14.20,-29.68,41.48
11:08:33:2,24.40,14.77,-30.23,41.57
11:08:33:2,24.23,14.89,-30.35,41.59
11:08:33:2,23.89,13.86,-30.68,41.28
11:08:33:3,24.09,13.98,-30.80,41.52
11:08:33:3,24.75,14.37,-31.19,42.33
11:08:33:3,24.41,14.54,-30.52,41.70
11:08:33:3,24.06,14.72,-29.84,41.06
11:08:33:3,23.67,14.59,-30.23,41.07
11:08:33:3,23.55,14.54,-30.35,41.07
11:08:33:4,24.57,14.54,-29.68,41.18
11:08:33:4,24.63,14.54,-29.78,41.29
11:08:33:4,24.92,14.54,-30.35,41.87
11:08:33:4,24.70,14.47,-29.99,41.46
11:08:33:4,24.40,14.37,-29.51,40.90
11:08:33:5,24.40,13.67,-29.05,40.33
11:08:33:5,24.40,13.35,-28.84,40.07
11:08:33:5,24.08,13.67,-30.11,40.91
11:08:33:5,24.06,13.86,-30.04,40.91
11:08:33:5,24.06,15.74,-28.50,40.49
11:08:33:5,24.06,15.03,-29.09,40.63
11:08:33:5,24.06,13.69,-30.18,40.95
11:08:33:5,24.27,13.27,-30.18,40.94
11:08:33:6,24.40,13.01,-30.18,40.93
11:08:33:6,24.70,14.21,-29.88,41.29
11:08:33:6,24.73,14.36,-29.86,41.35
11:08:33:6,23.55,13.52,-31.02,41.22
11:08:33:6,23.83,14.09,-30.55,41.23
11:08:33:7,24.57,15.57,-29.34,41.32
11:08:33:7,24.48,15.29,-29.43,41.23
11:08:33:7,24.40,15.06,-29.51,41.15
11:08:33:7,25.37,14.92,-29.91,41.97
11:08:33:7,25.60,14.89,-30.01,42.16
11:08:33:7,24.75,13.35,-29.51,40.76
11:08:33:8,24.43,13.31,-29.68,40.68
11:08:33:8,23.21,13.18,-30.35,40.41
11:08:33:8,23.84,13.97,-30.19,40.93
11:08:33:8,24.57,14.89,-30.01,41.55
11:08:33:8,24.20,13.76,-30.63,41.39
11:08:33:8,24.06,13.35,-30.85,41.34
11:08:33:8,24.23,12.83,-29.35,40.16
11:08:33:9,24.19,13.10,-29.73,40.51
11:08:33:9,23.89,14.89,-32.36,42.89
11:08:33:9,24.02,14.35,-31.17,41.88
11:08:33:9,24.23,13.52,-29.34,40.39
11:08:33:9,24.91,13.74,-30.00,41.35
11:08:33:9,25.26,13.86,-30.35,41.85
11:08:34:0,23.84,15.28,-29.88,41.17
11:08:34:0,23.73,15.25,-29.85,41.07
11:08:34:0,23.89,12.83,-30.01,40.45
11:08:34:0,23.94,13.88,-29.96,40.78
11:08:34:0,24.06,16.09,-29.84,41.57
11:08:34:1,25.16,14.38,-29.35,41.25
11:08:34:1,25.94,13.18,-29.01,41.09
11:08:34:1,25.07,14.05,-30.15,41.65
11:08:34:1,24.92,14.20,-30.35,41.76
11:08:34:1,24.75,14.72,-30.52,41.95
11:08:34:1,24.37,14.42,-30.31,41.48
11:08:34:2,23.21,13.52,-29.68,40.02
11:08:34:2,23.29,13.26,-29.42,39.80
