time,ax,ay,az,gx,gy,gz,mx,my,mz,
52060.4,0.08,-0.01,0.91,0.16,-0.05,0.06,8.66,-1.71,12.72,
52060.5,0.07,-0.02,0.89,-0.24,0.20,-0.18,6.98,-2.56,13.31,
52060.6,0.11,-0.01,0.94,0.05,-0.02,-0.06,8.32,-1.68,14.67,
52060.7,0.11,-0.02,0.89,0.02,0.09,-0.06,7.47,-1.88,12.55,
52060.8,0.13,-0.04,0.83,0.20,0.27,-0.29,8.54,-2.05,14.00,
52060.9,0.10,-0.09,0.87,-0.06,0.27,-0.61,9.18,-2.22,13.89,
52061.0,0.06,-0.04,0.83,-0.27,0.21,-0.68,7.81,-1.19,14.56,
52061.1,-0.06,-0.14,0.91,-0.50,0.27,-0.78,8.63,1.45,12.79,
52061.2,-0.09,-0.07,0.96,-0.33,0.28,-1.02,8.35,4.76,13.37,
52061.3,-0.13,0.00,0.91,-0.34,0.50,-0.99,6.36,6.36,13.37,
52061.4,-0.18,-0.13,0.95,-0.31,0.60,-0.89,7.28,8.74,12.05,
52061.5,-0.20,-0.35,1.38,-1.18,-0.78,-0.91,6.78,11.47,12.89,
52061.6,0.13,-0.26,0.95,-0.28,0.33,-0.22,3.90,16.66,13.74,
52061.7,-0.18,-0.22,0.49,-0.08,0.40,0.03,3.77,17.61,14.97,
52061.8,-0.11,-0.23,1.23,-0.78,0.01,-0.49,5.07,18.99,16.91,
52061.9,-0.20,-0.19,0.69,-0.01,-0.38,0.01,4.56,19.68,15.57,
52062.0,-0.03,-0.34,0.68,-0.10,-1.19,0.11,2.67,17.97,15.23,
52062.1,0.03,-0.31,1.42,0.63,0.36,-0.04,-0.43,18.60,15.72,
52062.2,0.01,-0.34,0.87,-0.09,-0.01,-0.16,2.69,18.51,14.61,
52062.3,-0.19,-0.36,0.75,-0.07,0.08,0.14,1.99,17.97,15.90,
52062.4,-0.07,-0.30,0.90,0.10,-0.23,0.21,2.98,18.15,14.38,
52062.5,-0.04,-0.20,0.98,-0.07,0.23,0.00,2.50,17.80,15.07,
52062.6,-0.14,-0.27,0.79,-0.10,-0.19,0.07,3.87,19.12,15.44,
52062.7,-0.08,-0.33,0.84,-0.02,-0.01,0.04,4.37,17.93,15.61,
52062.8,-0.12,-0.30,0.90,0.10,0.18,-0.09,3.87,18.82,16.74,
52062.9,-0.11,-0.24,0.89,0.07,-0.00,-0.06,3.79,18.88,14.99,
52063.0,-0.12,-0.27,0.88,0.00,0.13,0.01,3.70,18.44,15.16,
52063.1,-0.11,-0.29,0.89,0.01,-0.16,0.13,4.67,18.35,15.38,
52063.2,-0.10,-0.27,0.89,-0.01,-0.00,0.03,4.41,17.65,14.56,
52063.3,-0.09,-0.27,0.88,-0.01,0.00,-0.01,4.73,17.90,15.17,
52063.4,-0.12,-0.27,0.87,0.00,0.09,-0.01,5.24,17.11,14.40,
52063.5,-0.11,-0.27,0.87,0.00,0.00,0.01,4.19,17.43,15.95,
52063.6,-0.11,-0.27,0.88,-0.01,0.02,0.02,4.56,18.14,13.73,
52063.7,-0.11,-0.28,0.87,-0.01,0.04,0.04,4.57,18.17,16.36,
52063.8,-0.12,-0.27,0.88,-0.01,0.00,0.02,5.91,17.44,15.02,
52063.9,-0.12,-0.28,0.87,-0.01,0.03,0.01,5.41,18.31,15.23,
52064.0,-0.14,-0.29,0.87,0.01,-0.02,0.03,4.00,16.88,14.58,
52064.1,-0.19,-0.36,0.81,-0.04,-0.22,0.06,4.73,17.97,14.56,
52064.2,-0.05,-0.16,0.91,-0.14,0.49,0.23,4.39,17.28,15.90,
52064.3,-0.12,-0.20,1.00,0.28,0.17,0.22,7.43,18.00,16.15,
52064.4,-0.21,-0.15,0.78,-0.23,-0.76,0.12,7.81,17.28,14.90,
52064.5,0.08,-0.26,0.94,-0.14,-0.49,-0.08,5.16,17.80,14.23,
52064.6,-0.15,-0.33,0.90,0.15,-0.19,0.15,5.41,15.57,15.90,
52064.7,0.00,-0.18,0.81,-0.04,-0.28,-0.09,6.61,15.06,14.73,
52064.8,-0.12,-0.31,0.87,0.07,-0.27,-0.02,5.57,12.53,15.65,
52064.9,0.01,-0.29,0.82,-0.29,-0.33,0.21,4.39,11.81,14.56,
52065.0,-0.02,-0.36,0.75,-0.46,0.25,0.30,6.08,12.48,14.09,
52065.1,0.01,-0.42,0.97,-0.76,0.10,0.16,7.12,14.54,17.24,
52065.2,0.10,-0.45,1.02,-0.55,-0.32,-0.50,7.30,14.72,17.41,
52065.3,-0.05,-0.60,0.86,-0.73,0.31,-0.46,5.64,16.69,21.91,
52065.4,-0.06,-0.32,0.37,-0.08,0.21,-0.05,7.81,17.63,23.95,
52065.5,-0.16,-0.32,0.56,0.13,0.66,0.54,6.44,17.63,25.96,
52065.6,0.10,-0.43,0.88,0.78,-1.14,0.38,7.98,16.77,20.09,
52065.7,0.10,-0.41,0.75,0.26,-0.05,0.79,7.98,10.95,17.75,
52065.8,-0.15,-0.40,0.85,0.36,0.70,0.59,9.46,9.47,16.18,
52065.9,-0.28,-0.43,0.73,-0.01,0.04,0.65,12.94,6.78,18.13,
52066.0,-0.17,-0.42,1.01,-0.37,0.95,0.27,12.94,5.99,17.92,
52066.1,0.17,-0.26,0.85,0.16,-1.60,0.13,14.31,4.96,19.26,
52066.2,0.14,-0.33,0.87,0.19,-0.01,-0.61,10.59,4.75,15.12,
52066.3,-0.26,-0.36,0.77,-0.44,1.02,-0.52,11.74,6.85,15.74,
52066.4,-0.28,-0.54,0.82,0.35,0.27,-0.38,12.66,8.67,17.52,
52066.5,-0.11,-0.35,0.76,-0.05,-0.34,-0.39,14.48,7.87,16.41,
52066.6,0.12,-0.29,0.84,-0.27,-0.84,-0.31,10.03,10.61,16.41,
52066.7,-0.07,-0.44,0.93,-0.04,0.33,-0.14,9.47,11.59,16.20,
52066.8,-0.06,-0.42,0.83,0.04,-0.10,0.05,7.47,11.47,17.58,
52066.9,0.04,-0.33,0.87,0.12,0.12,-0.18,8.33,12.22,16.68,
52067.0,-0.12,-0.36,0.89,0.13,0.98,-0.36,9.04,13.02,15.74,
52067.1,-0.23,-0.33,0.80,0.00,0.49,-0.03,11.23,14.54,17.58,
52067.2,-0.19,-0.33,0.81,-0.02,-0.23,0.13,12.50,13.99,17.94,
52067.3,-0.09,-0.34,0.86,-0.08,-0.02,0.09,11.74,13.01,17.08,
52067.4,-0.14,-0.36,0.84,-0.05,-0.00,0.13,12.47,13.11,16.62,
52067.5,-0.15,-0.35,0.85,0.07,-0.17,0.15,12.23,12.81,17.65,
52067.6,-0.10,-0.38,0.87,0.19,-0.25,-0.01,11.23,11.14,16.57,
52067.7,-0.09,-0.31,0.87,0.07,0.06,-0.09,11.77,11.06,17.44,
52067.8,-0.08,-0.31,0.87,0.04,-0.05,0.05,10.55,11.47,16.57,
52067.9,-0.12,-0.33,0.86,-0.00,0.20,-0.03,10.89,12.15,15.57,
52068.0,-0.11,-0.31,0.86,-0.04,-0.18,0.09,11.15,11.14,16.01,
52068.1,-0.06,-0.35,0.92,-0.21,-0.09,0.16,10.38,11.65,18.01,
52068.2,-0.16,-0.44,1.23,-0.10,0.35,0.34,12.02,13.09,16.43,
52068.3,-0.19,-0.28,1.36,1.14,-0.22,0.72,13.87,10.38,17.16,
52068.4,-0.21,-0.20,1.04,1.99,-0.88,0.92,13.97,2.57,19.26,
52068.5,-0.12,0.10,0.67,1.92,-0.97,1.08,12.87,-2.18,16.50,
52068.6,0.09,0.33,0.54,0.92,-1.45,0.74,9.16,-7.34,16.29,
52068.7,0.23,0.35,0.44,0.02,-1.23,0.51,2.85,-10.95,13.73,
52068.8,0.23,0.19,0.59,-0.61,-0.62,-0.16,-0.24,-9.23,13.39,
52068.9,0.23,0.07,0.84,-0.31,-0.14,0.01,-1.43,-6.33,14.56,
52069.0,0.28,0.13,0.89,-0.30,-0.13,-0.08,-2.47,-5.96,16.94,
52069.1,0.39,0.13,0.79,-0.34,-0.50,-0.01,-3.29,-5.04,17.39,
52069.2,0.42,0.08,0.86,-0.12,-0.03,-0.05,-4.17,-3.25,18.92,
52069.3,0.36,0.08,0.85,-0.03,1.32,-0.10,-2.69,-2.54,20.13,
52069.4,0.09,0.10,0.89,-0.19,0.41,-0.06,1.48,-1.37,19.76,
52069.5,0.33,0.14,0.92,0.31,-0.46,-0.33,1.31,-3.33,20.45,
52069.6,0.30,0.10,0.85,0.63,0.94,-0.44,0.54,-1.96,19.85,
52069.7,0.22,0.23,0.78,0.62,1.75,-0.87,3.87,-5.82,20.43,
52069.8,-0.06,0.43,0.86,1.06,2.30,-0.72,13.60,-9.84,24.00,
52069.9,-0.15,0.43,0.85,1.17,-1.02,-0.44,17.03,-14.40,27.52,
52070.0,-0.27,0.56,0.74,0.23,-0.31,-0.02,18.24,-18.13,27.80,
52070.1,-0.33,0.51,0.68,-0.18,-0.07,0.09,17.20,-16.15,25.89,
52070.2,-0.32,0.52,0.72,-0.15,-0.02,0.12,17.22,-17.79,26.80,
52070.3,-0.29,0.50,0.76,-0.31,0.07,0.12,16.71,-16.25,25.62,
52070.4,-0.35,0.44,0.75,-0.51,0.15,0.15,17.60,-16.13,25.84,
52070.5,-0.20,0.43,0.83,-0.72,-0.37,0.09,17.56,-15.05,25.46,
52070.6,-0.14,0.37,0.86,-1.06,-0.16,0.16,15.84,-11.65,25.77,
52070.7,-0.25,0.26,0.91,-0.90,-1.95,0.19,14.14,-10.60,24.78,
52070.8,0.01,0.17,0.91,-0.93,-2.23,0.39,9.69,-6.50,24.11,
52070.9,0.53,0.07,1.06,-1.16,-0.20,0.48,3.09,-3.02,20.99,
52071.0,0.15,-0.08,0.89,0.01,0.93,0.16,4.21,0.69,22.10,
52071.1,0.01,-0.07,0.92,0.55,-0.77,-0.00,5.24,0.00,20.76,
52071.2,0.27,0.01,0.84,1.02,-1.23,0.01,2.20,-1.89,18.46,
52071.3,0.31,0.17,0.68,1.22,0.97,0.04,-0.06,-5.64,15.23,
52071.4,0.17,0.32,0.61,0.61,0.76,-0.19,3.22,-9.96,14.19,
52071.5,0.14,0.47,0.64,0.25,-0.29,-0.70,3.53,-13.34,13.39,
52071.6,0.23,0.40,0.68,-0.29,0.19,-0.59,2.50,-13.00,13.06,
52071.7,0.06,0.36,0.62,-1.06,0.53,-0.84,4.73,-11.36,13.16,
52071.8,0.12,0.08,0.89,-1.66,-0.03,-0.78,4.73,-7.01,13.22,
52071.9,0.03,0.02,1.03,-1.34,1.49,-0.57,7.68,-3.16,13.44,
52072.0,-0.15,-0.14,1.13,-0.95,0.34,-0.35,11.58,-0.16,16.24,
52072.1,-0.08,-0.12,1.00,-0.86,0.14,-0.32,11.57,3.59,16.57,
52072.2,-0.11,-0.24,0.76,-0.98,0.15,-0.51,13.61,7.69,16.83,
52072.3,-0.23,-0.55,0.91,0.49,0.07,-0.11,11.57,11.12,16.91,
52072.4,-0.24,-0.40,0.94,-0.01,-0.23,-0.03,13.28,11.12,17.24,
52072.5,-0.14,-0.30,0.79,0.09,-0.18,0.17,13.98,11.79,17.27,
52072.6,-0.14,-0.32,0.87,0.08,0.05,-0.05,13.11,10.27,17.75,
52072.7,-0.16,-0.33,0.88,0.09,-0.01,-0.05,13.06,10.31,17.96,
52072.8,-0.15,-0.30,0.87,0.04,0.06,0.01,13.38,10.01,17.25,
52072.9,-0.15,-0.31,0.86,-0.01,0.04,0.02,12.94,11.12,17.24,
52073.0,-0.16,-0.31,0.87,-0.01,0.00,0.03,15.38,10.91,18.05,
52073.1,-0.15,-0.31,0.87,0.00,0.02,0.01,13.28,9.75,17.58,
52073.2,-0.16,-0.31,0.87,0.01,0.02,0.01,13.38,9.51,16.93,
52073.3,-0.16,-0.30,0.87,-0.00,0.00,0.01,14.27,9.79,17.98,
52073.4,-0.17,-0.31,0.86,0.01,0.02,0.02,14.65,8.73,16.57,
52073.5,-0.16,-0.30,0.87,0.01,0.03,0.00,15.19,9.03,16.80,
52073.6,-0.16,-0.30,0.87,0.00,-0.02,0.02,13.63,9.41,16.26,
52073.7,-0.18,-0.31,0.86,-0.02,-0.02,0.01,13.97,10.10,17.24,
52073.8,-0.14,-0.31,0.85,-0.00,-0.01,-0.01,13.72,10.35,16.48,
52073.9,-0.16,-0.29,0.86,-0.01,-0.02,-0.01,12.08,10.27,17.08,
52074.0,-0.15,-0.32,0.87,-0.02,0.01,-0.01,12.58,9.22,17.06,
52074.1,-0.15,-0.31,0.87,0.01,-0.02,0.01,13.36,10.21,15.57,
52074.2,-0.14,-0.30,0.87,0.01,-0.01,0.00,13.97,9.07,16.24,
52074.3,-0.16,-0.31,0.87,0.01,0.05,0.01,13.28,10.28,17.06,
52074.4,-0.15,-0.30,0.87,0.00,-0.01,0.02,14.23,10.84,17.42,
52074.5,-0.15,-0.31,0.87,-0.00,0.00,0.01,12.20,9.81,17.63,
52074.6,-0.15,-0.30,0.87,-0.00,0.03,0.02,13.97,10.10,17.24,
52074.7,-0.15,-0.30,0.87,-0.01,-0.04,0.03,13.11,9.93,16.74,
52074.8,-0.16,-0.32,0.86,-0.01,-0.02,0.01,12.43,7.87,15.74,
52074.9,-0.15,-0.30,0.87,-0.00,0.04,0.00,14.05,10.06,17.81,
52075.0,-0.16,-0.30,0.87,-0.01,-0.03,0.01,12.73,10.57,17.95,
52075.1,-0.16,-0.30,0.86,0.00,0.04,-0.00,12.43,10.95,17.41,
52075.2,-0.14,-0.30,0.86,-0.00,-0.00,0.01,13.28,10.44,15.90,
52075.3,-0.15,-0.30,0.87,-0.01,0.01,0.02,13.11,9.93,16.41,
52075.4,-0.15,-0.30,0.87,-0.00,0.02,0.02,13.94,9.73,17.08,
52075.5,-0.15,-0.30,0.87,0.00,-0.01,0.01,13.52,10.07,17.22,
52075.6,-0.16,-0.31,0.86,0.00,0.02,0.00,14.82,8.56,17.08,
52075.7,-0.15,-0.30,0.87,0.00,0.00,0.01,13.28,9.75,16.91,
