time,ax,ay,az,gx,gy,gz,mx,my,mz,
71338.5,-0.33,0.06,0.91,-0.00,0.02,-0.01,30.26,2.98,-23.44,
71338.6,-0.26,0.08,0.95,-0.00,0.01,-0.01,31.84,3.34,-23.55,
71338.7,-0.26,0.08,0.95,0.00,0.00,-0.00,32.11,2.73,-24.58,
71338.8,-0.25,0.07,0.96,0.01,0.01,-0.00,32.44,3.48,-23.60,
71338.9,-0.26,0.09,0.92,0.00,-0.01,-0.01,32.44,2.47,-25.56,
71339.1,-0.24,0.06,0.94,-0.14,-0.09,-0.04,29.48,3.29,-25.70,
71339.2,-0.23,0.06,0.90,-0.13,-0.08,-0.04,29.96,2.95,-24.82,
71339.3,-0.26,0.01,0.89,-0.11,-0.07,-0.05,28.76,4.49,-24.26,
71339.4,-0.23,-0.08,0.85,-0.09,-0.07,-0.07,29.60,3.31,-25.07,
71339.5,-0.24,0.05,0.95,-0.08,-0.07,-0.10,28.98,3.62,-25.97,
71339.6,-0.25,0.06,0.94,-0.07,-0.07,-0.11,27.26,16.09,-20.82,
71339.7,-0.24,0.07,0.93,-0.07,-0.07,-0.09,27.35,23.10,-19.10,
71339.8,-0.24,0.07,0.93,-0.13,-0.09,-0.04,28.96,3.62,-26.02,
71339.9,-0.24,0.07,0.94,-0.06,-0.04,-0.05,30.76,2.14,-24.26,
71340.1,-0.24,-0.90,0.60,-1.10,-0.35,-0.37,23.21,35.87,-2.84,
71340.2,-0.21,-0.92,0.63,-1.09,-0.36,-0.28,21.25,35.60,1.41,
71340.3,-0.16,-0.95,0.46,-1.07,-0.30,-0.16,21.25,36.27,5.33,
71340.4,-0.19,-0.92,0.64,-1.11,-0.34,-0.45,23.09,36.06,-2.61,
71340.5,-0.13,-0.92,0.66,-1.04,-0.09,0.13,23.25,34.93,-0.88,
71340.6,-0.10,-0.89,0.68,-1.02,0.01,0.23,18.93,38.90,7.50,
71340.7,-0.15,-0.93,0.67,-1.00,0.14,0.24,23.03,35.50,-0.66,
71340.8,-0.10,-0.87,0.67,-1.11,-0.35,-0.41,22.42,37.12,-0.06,
71340.9,-0.23,-0.90,0.61,-0.82,0.29,0.04,18.75,38.59,6.74,
71341.1,-0.11,-0.90,0.35,-0.00,0.12,-0.04,17.57,38.97,5.99,
71341.2,-0.11,-0.90,0.35,-0.00,0.16,-0.02,17.97,39.13,6.15,
71341.3,-0.11,-0.90,0.34,-0.01,0.18,-0.01,18.07,37.79,7.13,
71341.4,-0.05,-0.93,0.27,-0.00,0.13,-0.03,19.24,39.64,6.64,
71341.5,-0.05,-0.92,0.36,-0.03,0.21,-0.01,19.31,38.23,7.04,
71341.6,-0.11,-0.90,0.35,-0.04,0.22,-0.02,18.93,38.85,6.49,
71341.7,-0.12,-0.90,0.35,-0.06,0.21,-0.03,18.57,37.96,6.32,
71341.8,-0.14,-0.91,0.35,-0.06,0.20,-0.03,18.22,37.60,6.90,
71341.9,-0.13,-0.92,0.36,-0.07,0.20,-0.02,16.24,38.97,5.99,
71342.1,-0.09,-0.93,0.37,-0.12,-0.12,0.01,16.72,38.11,6.90,
71342.2,-0.09,-0.93,0.38,-0.12,-0.14,0.00,17.57,39.97,4.68,
71342.3,-0.04,-0.92,0.34,-0.09,-0.25,-0.03,16.07,39.13,6.81,
71342.4,-0.09,-0.93,0.38,-0.08,-0.27,-0.02,16.65,39.02,6.24,
71342.5,-0.08,-0.93,0.38,-0.12,-0.16,-0.01,17.24,38.63,5.99,
71342.6,-0.07,-0.92,0.37,-0.06,-0.31,0.01,16.91,38.97,5.99,
71342.7,-0.07,-0.93,0.37,-0.05,-0.32,0.01,16.91,38.97,7.56,
71342.8,-0.07,-0.92,0.38,-0.05,-0.33,0.02,17.74,40.48,7.46,
71342.9,-0.09,-0.93,0.38,-0.04,-0.33,0.02,16.91,39.64,5.01,
71343.1,-0.02,-0.89,0.34,-0.01,-0.03,-0.05,17.24,38.63,5.01,
71343.2,-0.03,-0.90,0.35,-0.01,-0.04,-0.04,17.49,39.25,5.82,
71343.3,-0.03,-0.88,0.35,-0.01,-0.01,-0.05,17.51,38.90,4.85,
71343.4,-0.11,-0.93,0.32,-0.01,0.00,-0.04,16.74,39.47,6.15,
71343.5,-0.03,-0.91,0.34,-0.01,-0.04,-0.04,18.14,39.06,6.36,
71343.6,-0.04,-0.92,0.34,-0.01,0.03,-0.03,17.72,39.47,5.15,
71343.7,-0.04,-0.91,0.34,-0.01,-0.04,-0.05,17.07,39.47,3.86,
