time,x,y,z
20:01:50:603,-0.18,-0.93,0.30
20:01:50:608,-0.19,-0.93,0.30
20:01:50:617,-0.20,-0.92,0.30
20:01:50:619,-0.20,-0.92,0.29
20:01:50:631,-0.20,-0.91,0.28
20:01:50:635,-0.19,-0.92,0.27
20:01:50:640,-0.19,-0.92,0.27
20:01:50:648,-0.18,-0.92,0.27
20:01:50:651,-0.17,-0.92,0.27
20:01:50:656,-0.17,-0.92,0.26
20:01:50:692,-0.17,-0.91,0.26
20:01:50:694,-0.17,-0.91,0.26
20:01:50:695,-0.17,-0.92,0.28
20:01:50:696,-0.17,-0.92,0.28
20:01:50:697,-0.18,-0.92,0.27
20:01:50:698,-0.18,-0.93,0.27
20:01:50:699,-0.18,-0.92,0.28
20:01:50:700,-0.18,-0.93,0.28
20:01:50:701,-0.18,-0.92,0.28
20:01:50:707,-0.17,-0.92,0.30
20:01:50:710,-0.18,-0.92,0.30
20:01:50:715,-0.17,-0.91,0.30
20:01:50:719,-0.17,-0.91,0.30
20:01:50:724,-0.17,-0.92,0.32
20:01:50:732,-0.17,-0.92,0.31
20:01:50:734,-0.17,-0.92,0.31
20:01:50:739,-0.17,-0.93,0.32
20:01:50:744,-0.18,-0.93,0.32
20:01:50:749,-0.20,-0.90,0.28
20:01:50:754,-0.20,-0.90,0.32
20:01:50:758,-0.19,-0.91,0.34
20:01:50:788,-0.19,-0.92,0.33
20:01:50:790,-0.20,-0.93,0.32
20:01:50:790,-0.20,-0.94,0.30
20:01:50:791,-0.21,-0.93,0.30
20:01:50:792,-0.21,-0.93,0.32
20:01:50:792,-0.20,-0.93,0.32
20:01:50:794,-0.20,-0.93,0.33
20:01:50:800,-0.20,-0.93,0.32
20:01:50:804,-0.20,-0.93,0.32
20:01:50:809,-0.20,-0.93,0.30
20:01:50:817,-0.20,-0.93,0.30
20:01:50:819,-0.20,-0.93,0.31
20:01:50:823,-0.20,-0.93,0.30
20:01:50:828,-0.19,-0.93,0.29
20:01:50:834,-0.19,-0.93,0.28
20:01:50:838,-0.19,-0.93,0.29
20:01:50:843,-0.20,-0.93,0.30
20:01:50:851,-0.21,-0.92,0.30
20:01:50:853,-0.21,-0.92,0.26
20:01:50:858,-0.21,-0.91,0.22
20:01:50:864,-0.20,-0.91,0.26
20:01:50:896,-0.19,-0.91,0.28
20:01:50:897,-0.19,-0.91,0.28
20:01:50:899,-0.19,-0.92,0.29
20:01:50:900,-0.19,-0.93,0.28
20:01:50:901,-0.18,-0.93,0.28
20:01:50:902,-0.17,-0.93,0.29
20:01:50:903,-0.17,-0.92,0.29
20:01:50:904,-0.17,-0.93,0.29
20:01:50:911,-0.17,-0.93,0.31
20:01:50:913,-0.17,-0.93,0.32
20:01:50:919,-0.17,-0.93,0.31
20:01:50:923,-0.17,-0.93,0.30
20:01:50:928,-0.17,-0.94,0.31
20:01:50:936,-0.17,-0.93,0.31
20:01:50:938,-0.16,-0.93,0.31
20:01:50:943,-0.17,-0.94,0.31
20:01:50:948,-0.17,-0.94,0.32
20:01:50:953,-0.18,-0.93,0.32
20:01:50:958,-0.19,-0.93,0.31
20:01:50:963,-0.19,-0.93,0.31
20:01:50:988,-0.20,-0.92,0.30
20:01:50:989,-0.19,-0.92,0.29
20:01:50:990,-0.19,-0.92,0.28
20:01:50:991,-0.18,-0.92,0.29
20:01:50:991,-0.17,-0.92,0.29
20:01:50:993,-0.17,-0.92,0.28
20:01:50:998,-0.18,-0.93,0.28
20:01:51:4,-0.18,-0.92,0.29
20:01:51:8,-0.18,-0.92,0.29
20:01:51:13,-0.18,-0.92,0.29
20:01:51:21,-0.19,-0.92,0.30
20:01:51:23,-0.19,-0.91,0.30
20:01:51:28,-0.21,-0.92,0.29
20:01:51:33,-0.21,-0.92,0.29
20:01:51:38,-0.21,-0.92,0.28
20:01:51:43,-0.21,-0.92,0.27
20:01:51:47,-0.20,-0.92,0.28
20:01:51:75,-0.20,-0.92,0.27
20:01:51:76,-0.19,-0.92,0.28
20:01:51:76,-0.19,-0.92,0.28
20:01:51:77,-0.19,-0.92,0.28
20:01:51:78,-0.19,-0.93,0.29
20:01:51:79,-0.18,-0.92,0.29
20:01:51:82,-0.19,-0.92,0.29
20:01:51:89,-0.19,-0.92,0.28
20:01:51:92,-0.20,-0.92,0.28
20:01:51:97,-0.21,-0.92,0.28
20:01:51:106,-0.21,-0.92,0.27
20:01:51:107,-0.21,-0.93,0.27
20:01:51:113,-0.20,-0.93,0.26
20:01:51:117,-0.20,-0.93,0.27
20:01:51:125,-0.20,-0.93,0.28
20:01:51:128,-0.19,-0.93,0.28
20:01:51:133,-0.19,-0.92,0.29
20:01:51:142,-0.20,-0.93,0.30
20:01:51:143,-0.20,-0.93,0.29
20:01:51:147,-0.20,-0.93,0.30
20:01:51:152,-0.19,-0.94,0.30
20:01:51:159,-0.19,-0.94,0.30
20:01:51:163,-0.19,-0.93,0.29
20:01:51:167,-0.18,-0.93,0.29
20:01:51:205,-0.17,-0.92,0.29
20:01:51:207,-0.17,-0.93,0.29
20:01:51:208,-0.18,-0.93,0.30
20:01:51:209,-0.18,-0.93,0.31
20:01:51:210,-0.18,-0.93,0.30
20:01:51:211,-0.18,-0.93,0.30
20:01:51:212,-0.18,-0.93,0.29
20:01:51:213,-0.18,-0.93,0.29
20:01:51:213,-0.18,-0.93,0.28
20:01:51:217,-0.18,-0.93,0.29
20:01:51:225,-0.18,-0.93,0.28
20:01:51:283,-0.18,-0.93,0.28
20:01:51:284,-0.18,-0.93,0.27
20:01:51:284,-0.18,-0.93,0.28
20:01:51:285,-0.18,-0.92,0.28
20:01:51:286,-0.18,-0.93,0.27
20:01:51:287,-0.18,-0.92,0.28
20:01:51:287,-0.19,-0.92,0.28
20:01:51:288,-0.18,-0.92,0.27
20:01:51:289,-0.18,-0.92,0.27
20:01:51:289,-0.19,-0.92,0.26
20:01:51:290,-0.19,-0.92,0.27
20:01:51:291,-0.19,-0.92,0.27
20:01:51:292,-0.19,-0.92,0.27
20:01:51:293,-0.19,-0.92,0.27
20:01:51:308,-0.19,-0.92,0.27
20:01:51:309,-0.18,-0.92,0.27
20:01:51:309,-0.19,-0.93,0.28
20:01:51:312,-0.19,-0.93,0.28
20:01:51:317,-0.19,-0.93,0.28
20:01:51:322,-0.18,-0.93,0.27
20:01:51:327,-0.17,-0.93,0.27
20:01:51:331,-0.17,-0.93,0.27
20:01:51:336,-0.17,-0.92,0.28
20:01:51:368,-0.17,-0.93,0.28
20:01:51:369,-0.17,-0.93,0.28
20:01:51:370,-0.18,-0.93,0.29
20:01:51:371,-0.17,-0.93,0.29
20:01:51:372,-0.18,-0.93,0.29
20:01:51:373,-0.18,-0.93,0.29
20:01:51:373,-0.18,-0.93,0.29
20:01:51:398,-0.19,-0.93,0.28
20:01:51:399,-0.18,-0.92,0.28
20:01:51:400,-0.19,-0.93,0.28
20:01:51:401,-0.19,-0.93,0.29
20:01:51:402,-0.19,-0.93,0.28
20:01:51:403,-0.19,-0.93,0.28
20:01:51:406,-0.19,-0.93,0.29
20:01:51:412,-0.19,-0.93,0.29
20:01:51:417,-0.19,-0.93,0.28
20:01:51:421,-0.18,-0.93,0.28
20:01:51:429,-0.18,-0.93,0.27
20:01:51:431,-0.18,-0.92,0.27
20:01:51:436,-0.18,-0.92,0.27
20:01:51:441,-0.18,-0.92,0.28
20:01:51:446,-0.18,-0.93,0.28
20:01:51:451,-0.19,-0.93,0.27
20:01:51:456,-0.22,-0.92,0.46
20:01:51:501,-0.07,-0.88,0.44
20:01:51:502,-0.11,-0.97,0.01
20:01:51:503,-0.24,-1.01,0.02
20:01:51:504,-0.28,-0.96,0.19
20:01:51:505,-0.26,-0.89,0.29
20:01:51:506,-0.22,-0.87,0.32
20:01:51:508,-0.19,-0.88,0.29
20:01:51:509,-0.16,-0.91,0.28
20:01:51:510,-0.14,-0.95,0.29
20:01:51:511,-0.17,-0.97,0.31
20:01:51:512,-0.18,-0.95,0.29
20:01:51:517,-0.09,-0.96,0.28
20:01:51:521,-0.22,-1.00,0.28
20:01:51:526,-0.34,-0.90,0.27
20:01:51:534,0.04,-0.90,0.30
20:01:51:537,-0.43,-0.99,0.29
20:01:51:541,0.08,-0.82,0.29
