time,ax,ay,az,gx,gy,gz,mx,my,mz,
72117.1,-0.13,-0.91,0.35,0.09,0.00,-0.02,14.40,40.17,7.34,
72117.2,-0.16,-0.93,0.29,0.11,0.06,-0.01,14.07,40.84,7.67,
72117.3,-0.16,-0.94,0.30,0.00,0.06,-0.01,13.72,40.16,7.38,
72117.4,-0.16,-0.93,0.29,0.03,0.02,-0.02,13.42,39.98,7.46,
72117.5,-0.15,-0.93,0.30,0.09,0.07,-0.01,13.07,39.50,7.34,
72117.6,-0.15,-0.92,0.30,-0.07,-0.15,-0.11,14.23,40.38,8.78,
72117.7,-0.13,-0.93,0.01,-0.07,0.06,-0.06,13.90,40.34,6.53,
72117.8,-0.16,-0.93,0.29,0.08,0.12,-0.04,14.40,39.50,7.67,
72117.9,-0.16,-0.95,0.30,-0.07,0.27,0.14,14.75,40.16,7.77,
72118.1,-0.13,-0.92,0.30,-0.05,0.05,0.03,14.90,40.68,9.14,
72118.2,-0.14,-0.91,0.29,-0.05,0.10,0.01,14.85,39.95,8.93,
72118.3,-0.15,-0.92,0.28,-0.06,0.14,-0.00,14.62,39.63,8.78,
72118.4,-0.16,-0.92,0.27,-0.07,0.15,-0.02,14.40,40.17,10.29,
72118.5,-0.17,-0.93,0.27,-0.04,-0.06,0.07,14.49,40.10,9.14,
72118.6,-0.19,-0.93,0.27,-0.04,-0.05,0.06,16.00,38.06,9.89,
72118.7,-0.23,-0.93,0.32,-0.05,-0.02,0.05,13.23,41.69,9.14,
72118.8,-0.19,-0.93,0.28,-0.08,0.13,-0.03,14.74,38.83,8.00,
72118.9,-0.13,-0.92,0.30,-0.05,0.02,0.04,13.71,41.40,9.14,
72119.1,-0.40,-1.10,0.91,2.66,-0.79,1.58,21.88,37.48,-0.69,
72119.2,-0.51,-1.17,0.81,2.62,-0.85,1.57,30.74,24.91,-21.26,
72119.3,-0.51,-1.17,0.82,2.82,-0.53,1.69,23.09,37.48,-2.46,
72119.4,-0.42,-1.04,0.93,1.04,-0.42,0.69,23.20,36.48,-3.76,
72119.5,-0.49,-1.16,0.88,0.39,-0.72,0.29,23.42,34.45,-6.39,
72119.6,-0.45,-1.14,0.93,2.85,-0.49,1.69,24.34,-6.63,-35.91,
72119.7,-0.43,-1.13,0.93,3.04,-0.45,1.69,24.07,34.55,-8.29,
72119.8,-0.42,-1.11,0.93,3.06,-0.44,1.70,24.59,34.62,-9.82,
72119.9,-0.45,-0.91,0.76,3.08,-0.47,1.72,23.82,-9.20,-35.90,
72120.1,-0.04,0.38,0.97,-0.10,-0.10,-0.06,23.92,-7.75,-35.00,
72120.2,-0.00,0.36,0.94,-0.13,-0.02,-0.08,25.27,-8.44,-34.54,
72120.3,-0.00,0.39,0.90,-0.00,-0.04,0.02,23.57,-9.35,-34.87,
72120.4,-0.08,0.39,0.91,-0.11,-0.06,-0.07,25.09,-10.28,-35.49,
72120.5,-0.02,0.37,0.86,-0.02,-0.04,0.02,24.97,-10.40,-33.68,
72120.6,-0.10,0.36,0.90,-0.03,-0.17,-0.01,23.92,-9.44,-33.36,
72120.7,-0.04,0.37,0.95,-0.01,0.01,0.06,24.92,-10.45,-33.03,
72120.8,-0.05,0.37,0.95,0.01,0.01,0.03,23.74,-9.97,-35.09,
72120.9,-0.05,0.38,0.94,0.00,-0.10,-0.02,23.99,-9.44,-35.65,
72121.1,-0.01,0.22,0.61,0.06,0.03,-0.00,25.52,-9.79,-34.77,
72121.2,0.04,0.23,0.60,0.06,0.03,0.00,24.76,-8.60,-34.83,
72121.3,-0.02,0.13,0.82,-0.01,0.08,0.07,22.91,-5.67,-35.47,
72121.4,-0.13,-0.04,0.96,-1.51,0.56,-1.00,25.73,-9.91,-34.85,
72121.5,-0.18,-0.28,1.08,-1.77,0.03,-1.07,23.75,-7.92,-35.81,
72121.6,-0.02,0.26,0.77,0.03,0.02,0.01,24.80,19.28,-30.51,
72121.7,-0.04,0.23,0.75,-0.02,0.08,0.08,23.83,-8.33,-35.42,
72121.8,-0.01,0.22,0.63,-0.10,0.13,0.12,24.09,-9.61,-34.18,
72121.9,-0.01,0.22,0.63,-0.19,0.12,0.12,24.19,34.62,-13.16,
72122.1,-0.02,-0.89,0.96,-0.96,0.60,-0.22,21.69,36.93,-7.83,
72122.2,-0.33,-0.86,0.27,-0.99,0.79,-0.24,23.42,36.14,-7.37,
72122.3,-0.24,-0.90,0.29,-1.01,0.17,-0.24,19.58,36.64,3.26,
72122.4,-0.14,-0.91,0.45,-0.97,0.70,-0.23,22.92,37.31,-3.94,
72122.5,-0.25,-0.91,0.30,-1.11,0.22,-0.26,22.83,37.05,-4.02,
72122.6,-0.34,-0.85,0.47,-1.27,0.68,-0.21,19.91,39.33,6.85,
72122.7,-0.20,-0.81,0.66,0.03,-0.07,0.02,22.75,36.81,-4.10,
72122.8,-0.03,-0.83,1.00,-0.00,-0.01,-0.01,22.12,36.17,-2.49,
72122.9,0.04,-0.83,1.03,-1.31,0.88,-0.17,17.91,38.66,5.55,
72123.1,-0.21,-0.91,0.33,0.01,0.03,-0.02,18.80,38.23,5.69,
72123.2,-0.22,-0.91,0.33,0.01,0.03,-0.02,18.08,38.40,6.01,
72123.3,-0.21,-0.91,0.33,0.01,0.02,-0.02,18.08,37.82,5.06,
72123.4,-0.22,-0.91,0.33,-0.01,-0.01,0.01,18.08,38.83,6.69,
72123.5,-0.21,-0.91,0.33,0.01,0.02,-0.02,18.74,39.16,4.73,
72123.6,-0.21,-0.90,0.34,0.01,0.01,-0.02,18.91,39.33,4.57,
72123.7,-0.22,-0.90,0.33,0.00,0.00,-0.02,18.11,38.37,5.33,
72123.8,-0.22,-0.90,0.34,0.00,-0.00,-0.02,19.08,39.16,5.71,
72123.9,-0.22,-0.91,0.33,-0.00,-0.01,-0.02,18.91,37.65,5.87,
72124.1,-0.23,-0.91,0.33,0.02,0.01,0.00,19.25,38.66,5.55,
72124.2,-0.22,-0.90,0.34,0.02,0.01,0.01,17.95,38.57,5.94,
72124.3,-0.22,-0.90,0.33,0.02,0.01,0.01,18.41,38.49,6.04,
72124.4,-0.22,-0.90,0.33,0.01,0.01,0.01,18.41,38.15,6.04,
72124.5,-0.23,-0.90,0.34,0.01,0.01,0.01,18.28,38.05,5.05,
72124.6,-0.22,-0.90,0.33,-0.01,0.00,-0.03,19.19,38.83,5.66,
72124.7,-0.23,-0.90,0.33,0.01,0.01,0.01,18.58,40.34,4.89,
72124.8,-0.22,-0.90,0.33,0.01,0.00,0.01,17.91,38.32,5.87,
72124.9,-0.23,-0.90,0.34,0.01,-0.01,0.01,18.42,39.87,5.65,
72125.1,-0.22,-0.90,0.33,-0.00,0.01,0.00,18.84,38.82,5.08,
72125.2,-0.21,-0.91,0.34,0.01,0.00,0.01,18.67,38.67,5.56,
72125.3,-0.21,-0.91,0.33,-0.01,-0.05,0.01,17.91,38.66,5.55,
72125.4,-0.22,-0.90,0.33,0.00,-0.03,0.02,18.24,39.31,6.79,
72125.5,-0.21,-0.90,0.34,0.01,-0.04,0.01,17.79,38.54,5.32,
72125.6,-0.21,-0.90,0.33,0.01,-0.01,0.01,17.58,38.32,4.89,
72125.7,-0.21,-0.90,0.33,0.01,0.01,0.01,18.41,38.49,5.71,
72125.8,-0.22,-0.90,0.34,0.00,0.01,0.00,18.41,38.49,5.71,
72125.9,-0.21,-0.90,0.33,1.96,-0.68,1.61,19.58,38.32,6.53,
72126.1,-0.45,-0.51,0.80,2.51,-0.68,1.87,32.27,19.82,-18.98,
72126.2,-0.48,-0.76,0.83,2.09,-1.33,1.02,29.43,30.75,-10.96,
72126.3,-0.48,-0.72,0.81,2.50,-0.68,1.88,28.79,31.40,-9.07,
72126.4,-0.45,-0.63,0.85,2.52,-0.77,1.82,27.09,-3.22,-32.87,
72126.5,-0.44,-0.60,0.86,2.51,-1.05,1.69,32.94,26.89,-13.09,
72126.6,-0.43,-0.58,0.83,2.52,-1.16,1.59,23.45,-8.28,-34.55,
72126.7,-0.44,-0.57,0.83,2.51,-1.17,1.56,31.10,24.70,-16.85,
72126.8,-0.45,-0.55,0.81,2.50,-1.17,1.50,23.46,-8.86,-36.25,
72126.9,-0.49,-0.74,0.81,2.46,-1.12,1.44,31.23,24.15,-17.09,
72127.1,-0.12,0.34,0.86,0.12,-0.07,-0.04,25.82,-9.77,-33.35,
72127.2,-0.07,0.35,0.91,-0.04,-0.05,0.03,27.26,-8.76,-34.67,
72127.3,-0.08,0.37,0.90,-0.04,-0.18,0.02,25.76,-8.26,-34.18,
72127.4,-0.08,0.35,0.93,-0.01,0.16,-0.05,25.14,-8.98,-33.83,
72127.5,-0.07,0.37,0.90,0.11,-0.05,-0.04,25.81,-8.42,-34.07,
72127.6,-0.07,0.35,0.87,0.11,-0.04,-0.04,26.09,-9.27,-33.53,
72127.7,-0.07,0.34,0.90,0.06,0.10,-0.04,25.56,-8.10,-34.52,
72127.8,-0.07,0.35,0.90,0.05,0.16,-0.06,25.42,-7.92,-33.53,
72127.9,-0.11,0.35,0.87,0.12,-0.08,-0.04,24.92,-9.77,-34.01,
72128.1,0.04,0.08,0.63,-1.34,0.37,-0.47,28.38,2.73,-33.53,
72128.2,0.03,0.07,0.62,-1.68,0.79,-1.38,24.09,-4.90,-35.16,
72128.3,0.01,0.06,0.60,-2.05,0.83,-1.56,28.45,18.19,-27.99,
72128.4,0.05,0.12,0.68,-1.37,0.43,-0.51,24.78,-5.36,-34.93,
72128.5,-0.06,0.08,0.76,-1.29,0.27,-0.39,23.25,34.29,-13.42,
72128.6,0.04,0.10,0.65,-1.31,0.32,-0.43,22.36,35.07,-10.82,
72128.7,-0.04,0.02,0.87,-1.68,0.40,-0.86,27.76,-2.20,-34.18,
72128.8,-0.04,-0.02,0.87,-1.68,0.40,-0.89,27.76,-2.20,-34.18,
72128.9,-0.05,-0.06,0.86,-1.66,0.53,-0.97,28.08,0.98,-33.56,
72129.1,-0.35,-0.90,0.24,-0.10,-0.12,0.03,19.58,37.99,4.24,
72129.2,-0.34,-0.89,0.24,-0.15,-0.19,0.09,20.29,38.50,3.94,
72129.3,-0.27,-0.90,0.30,-0.22,-0.34,0.15,20.30,37.38,4.65,
72129.4,-0.23,-0.90,0.32,-0.07,-0.10,-0.01,20.75,38.83,3.75,
72129.5,-0.21,-0.91,0.36,-0.00,-0.02,-0.01,19.75,38.58,2.53,
72129.6,-0.15,-0.89,0.42,-0.24,-0.38,0.16,19.76,36.65,3.22,
72129.7,-0.14,-0.90,0.43,-0.34,-0.35,0.18,19.41,38.49,2.11,
72129.8,-0.20,-0.92,0.47,-0.36,-0.16,0.18,19.85,38.94,3.41,
72129.9,-0.18,-0.93,0.48,-0.34,-0.02,0.24,20.58,39.00,4.57,
72130.1,-0.23,-0.90,0.34,-0.00,-0.00,0.00,20.36,37.68,5.25,
72130.2,-0.23,-0.89,0.34,0.00,-0.01,0.01,19.08,38.83,4.40,
72130.3,-0.23,-0.89,0.34,0.00,0.00,0.01,19.42,38.36,4.40,
72130.4,-0.23,-0.89,0.34,0.00,-0.01,0.01,21.58,37.65,5.22,
72130.5,-0.23,-0.89,0.34,0.00,0.01,0.01,21.08,36.14,4.40,
72130.6,-0.24,-0.89,0.34,-0.01,0.01,0.01,20.40,36.55,4.54,
